ISBN,Імʼя автора,Жанр книги,Мова,Мова оригіналу,Назва видавця,Назва книги,Оригінальна назва,Перекладач,Рік видання
978-617-15-0063-1,Крісті А.,Детективи,українська,англійська,КСД,Таємниця відірваної пряжки,"One, Two, Buckle My Shoe",Андрій Зорницький,2023.0
978-617-17-0227-1,Еббі Ваксман,Сучасні автори,українська,,Віват,Книжкове життя Ніни Гілл,,,2023.0
9786170986986,Вульф Мара,Фентезі,українська,,Ранок,Повернення ангелів. Книга 1. Сага про ангелів,,,2024.0
978-617-15-0267-3,Т. Ґеррітсен,Детективи,українська,англійська,КСД,Померти знову. Книга 11,Die Again,Лебеденко Ярослав,2023.0
978-617-12-9587-2,О. Саліпа,Романтична проза,українська,,КСД,Облудниця,,,2022.0
978-617-15-0796-8,Донато Каррізі,Детективи,українська,італійська,КСД,Гіпотеза зла. Книга 2,L’ipotesi del male,Котляр Любов,2024.0
978-617-15-0002-0,Дж. Мойєс,Романтична проза,українська,англійська,КСД,Крамничка на розі,The Peacock Emporium,Петрушенко Д.,2023.0
978-617-8286-16-3,Ґ. Морпасс,Трилери та жахи,українська,,Книголав,П’ятеро,,,2023.0
978-617-7756-54-4,"Алеш Кот, Пйотр Ковальський",Комікси та манґи,українська,,Malopus,Bloodborne. Том 2. Жага зцілення,,,2023.0
978-617-12-8928-4,Е. Ферранте,Сучасні автори,українська,італійська,КСД,Брехливе життя дорослих (кінообкладинка),La Vita Bugiarda Degli Adulti,М. І. Прокопович,2022.0
978-617-7756-67-4,Цукумідзу,Комікси та манґи,українська,,Malopus,Остання подорож дівчат. Том 1,,,2023.0
978-617-12-9780-7,Д. Гнатко,Історична та пригодницька проза,українська,,КСД,Він звав її Сандрою,,,2022.0
978-617-679-243-7,Т. Пратчетт,Фентезі,українська,,Видавництво Старого Лева,Батько Вепр,,,2019.0
"978-617-15-0179-9,978-617-12-6879-1,978-617-12-9602-2",Дж. Аберкромбі,Фентезі,українська,,КСД,Трилогія «Перший закон» Джо Аберкромбі за суперціною,,,2023.0
978-617-523-100-5,Л. Скор,Сучасні автори,українська,,АРТБУКС,"Усе, що з нами навіки Limited edition",,,2023.0
978-617-15-0794-4,А. Ґолден,Сучасні автори,українська,англійська,КСД,Мемуари гейші,Memoirs of a Geisha,,2024.0
978-617-767-87-16,С. Морішіта,Комікси та манґи,українська,,Наша Ідея,Кохання на кінчиках пальців. Том 2,,,2021.0
978-617-7885-37-4,"Аяцуджи Юкіто, Кійохара Хіро",Комікси та манґи,українська,,Molfar Comics,Інша. Четверта чверть,,,2023.0
978-617-15-0380-9,Ярина Вовк,Детективи,українська,,КСД,"Не плач, моя красуне",,,2023.0
978-617-7756-78-0,"Йоко Таро, Меґуму Сорамічі",Комікси та манґи,українська,,Malopus,Манґа YoRHa: Протокол висадки в Перл-Гарбор. Том 2,,,2024.0
978-617-12-3865-7,М. Кідрук,Сучасні автори,українська,,КСД,Не озирайся і мовчи,,,2017.0
978-617-7678-95-2,К. Вакуі,Комікси та манґи,українська,,Наша Ідея,Токійські месники. Том 2,,,2022.0
978-617-679-619-0,З. Заґґ,Сучасні автори,українська,,Видавництво Старого Лева,Дівчина Онлайн. Книга 1,,,2019.0
978-617-15-0498-1,С. Бекетт,Детективи,українська,англійська,КСД,Шепіт мертвих. Третє розслідування,WHISPERS OF THE DEAD,Канчура Євгенія,2024.0
978-617-15-0386-1,Л. Волок,Романтична проза,українська,,КСД,Дівчина без сукні,,,2023.0
978-617-7818-17-4,Сйон,Сучасні автори,українська,,Видавництво,Місячний камінь,,,2024.0
978-617-15-0393-9,Аґата Крісті,Детективи,українська,англійська,КСД,Перст провидіння,The Moving Finger,,2023.0
978-617-8299-61-3,М. Шаффер,Сучасні автори,українська,,Лабораторія,Гра в бажання,,,2024.0
978-617-8383-02-2,,Фентезі,українська,,Nebo Booklab Publishing,Збірка готичної прози «Любов та потойбіччя»,,,2024.0
978-966-993-712-4,Е. Б. Гадспет,Фантастика,українська,,Форс,Воскреситель: Анатомія фантастичних істот,,,2021.0
978-617-548-243-8,Дженніфер Л. Арментраут,Фентезі,українська,,Bookchef,Світло у пломені. Плоть і вогонь. Книга 2,,,2024.0
9786171702240,Габріель Зевін,Сучасні автори,українська,,Віват,Славетне життя Ей-Джея Фікрі,,,2024.0
978-966-10-6829-1,Джордан Р.,Фентезі,українська,,Навчальна книга Богдан,Колесо Часу. Книга 5. Вогні Небес,,,2023.0
978-617-12-6702-2,Е. Ферранте,Сучасні автори,українська,італійська,КСД,Історія нового імені. Книга 2,Storia del nuovo cognome,Л. І. Котляр,2019.0
978-617-15-0179-9,Дж. Аберкромбі,Фентезі,українська,англійська,КСД,На лезі клинка. Книга 1,The Blade Itself,М. Бакалов,2023.0
978-617-679-847-7,З. Заґґ,Сучасні автори,українська,,Видавництво Старого Лева,Дівчина онлайн: соло. Книга 3,,,2021.0
978-617-7818-92-1,Е. Осман,Сучасні автори,українська,,Видавництво,Цієї зими,,,2023.0
978-617-7885-55-8,Ґай Гейлі,Фентезі,українська,,Molfar Comics,Warhammer 40.000 – Темний Імперіум,,,2024.0
978-617-12-9936-8,А. Крісті,Детективи,українська,англійська,КСД,Сумний кипарис,Sad Cypress,А. В. Нікіфорова-Вакалюк,2023.0
978-617-17-0023-9,Кімберлі Мак-Крейт,Детективи,українська,,Віват,Чудове подружжя,,,2023.0
978-617-8023-74-4,М. Веллс,Фантастика,українська,,Жорж,Щоденники вбивцебота. Штучний стан. Книга 2,,,2023.0
978-617-17-0024-6,С. Джіо,Романтична проза,українська,,Віват,Я кохатиму тебе завжди,,,2023.0
978-617-679-908-5,Т. Пратчетт,Фентезі,українська,,Видавництво Старого Лева,Повен неба капелюх,,,2021.0
978-617-629-603-4,І. Багряний,Класична література,українська,,Апріорі,Сад Гетсиманський,,,2023.0
